Title,Teks,Media,Label,Link;;;;;;;;
Inter mendapat kesemaptan lewat tendangan bebas di depan kotak penalti Venezia pada menit ketujuh. Namun tendangan Kristjan Asllani masih mengarah tepat ke kiper Venezia Filip Stankovic.;;;;;;;;
Inter membuka keunggulan pada menit ke-16. Tendangan Lautaro Martinez ditepis oleh Stankovic, tapi bola muntah langsung disambar oleh Matteo Darmian.;;;;;;;;
Venezia bukan tanpa peluang. Tuan rumah menciptakan peluang lewat Joel Pohjanpalo, tapi tendangannya diblok oleh Alessandro Bastoni.;;;;;;;;
Lautaro menerima bola dari Asllani di sisi kiri dan kemudian melepaskan tembakan ke arah tiang dekat. Stankovic masih bisa menepis bola.;;;;;;;;
Memasuki babak kedua, Venezia tampil lebih agresif. Venezia menebar ancaman lewat beberapa sepak pojok. Salah satunya berujung sundulan Doumbia yang diblok Sommer.;;;;;;;;
Stankovic melakukan penyelamatan gemilang pada menit ke-67. Ia menepis tembakan Frattesi usai menghadapi situasi satu lawan satu.;;;;;;;;
Venezia nyaris mencetak gol balasan pada menit ke-74. Sial bagi tuan rumah, bola tendangan Gianluca Busio membentur tiang gawang.;;;;;;;;
Peluang kembali didapat Inter usai bola operan Frattesi jatuh ke kaki Thuram. Namun tendangan Thuram diblok di kotak penalti.;;;;;;;;
Peluang untuk Venezia di injury time. Namun tendangan Pohjanpalo masih mengarah tepat ke Sommer.;;;;;;;;
Susunan Pemain;;;;;;;;
Venezia: Stankovic; Sagrado (Haps 26'), Idzes, Sverko; Zampano, Busio, Nicolussi Caviglia, Doumbia (Yeboah 70'), Ellertsson; Oristanio (Bjarkason 70'), Pohjanpalo;;;;;
Inter: Sommer; Darmian, De Vrij, Bastoni; Dumfries (Pavard 76'), Barella (Dimarco 83), Asllani (Frattesi 63'), Zielinski, Carlos Augusto;" Taremi (Thuram 63'), Lautaro Martinez (Arnautovic 76')"",Liputan6.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7729428/venezia-vs-inter-gol-tunggal-darmian-menangkan-nerazzurri";;;;;
"Inzaghi apresiasi penampilan Inter Milan meski ditahan imbang Bologna,""Jakarta (ANTARA) - Pelatih Inter Milan Simone Inzaghi tetap mengapresiasi penampilan timnya meski ditahan imbang Bologna 2-2 pada pekan tunda ke-19 Liga Italia di Stadion Giuseppe Meazza, Milan, Kamis dini hari WIB.";;;;;;;;
Dikutip dari laman resmi klub, Kamis, Inzaghi menjelaskan jika timnya tampil cukup baik, terlebih mereka menghadapi lawan tangguh seperti Bologna.;;;;;;;;
"Pujian untuk Bologna, kami tahu mereka menjadi tim yang sulit untuk dihadapi. Tim menghasilkan penampilan yang luar biasa malam ini,"""" ungkap Inzaghi.";;;;;;;;
Menurut Inzaghi, Inter Milan dapat membuat banyak peluang pada pertandingan ini setelah melalui periode yang sibuk, namun sayangnya mereka gagal memaksimalkan hal tersebut.;;;;;;;;
Mantan pelatih Lazio tersebut menjelaskan anak-anak asuhnya tampil fokus pada pertandingan ini namun masih ada rasa penyesalan karena gagal mengamankan tiga poin.;;;;;;;;
Baca juga: Inter ditahan imbang Bologna dalam laga sarat drama empat gol;;;;;;;;
"Kami seharusnya berada di posisi yang lebih baik untuk mencetak gol kedua mereka, namun kemudian kami memiliki banyak peluang untuk mencetak gol ketiga,"""" jelas Inzaghi.";;;;;;;;
Secara keseluruhan, Inzaghi menilai ini menjadi pertandingan yang sangat melelahkan dan kebobolan dua gol pada laga ini, namun ia menilai seharusnya hal tersebut dapat diantisipasi.;;;;;;;;
"Kita harus selalu fokus pada diri kita sendiri. Sebelum pertandingan malam ini, kami telah memenangkan enam pertandingan liga berturut-turut, dan kami harus terus meningkatkan performa kami. Kami harus memberikan lebih banyak pada musim ini karena setiap pertandingan di Serie A sangat sulit,"""" pungkas Inzaghi.";;;;;;;;
Hasil imbang ini membuat Inter Milan tetap berada di peringkat kedua klasemen sementara Liga Italia dengan 44 poin dari 19 pertandingan, berjarak tiga poin dari Napoli di posisi pertama.;;;;;;;;
Baca juga: Klasemen Liga Italia: Inter Milan pangkas jarak dengan Napoli;;;;;;;;
"Pewarta: Aldi SultanEditor: Junaydi Suswanto								Copyright © ANTARA 2025"",AntaraNews.com,Liga Italia,https://www.antaranews.com/berita/4588146/inzaghi-apresiasi-penampilan-inter-milan-meski-ditahan-imbang-bologna";;;;;;;;
"Bedanya Serie A dan Premier League di Mata Lukaku,""Romelu Lukaku menghabiskan banyak waktu berkarier di Liga Inggris dan Liga Italia. Kata Lukaku, bedanya dua liga tersebut adalah soal uang!";;;;;;;;
Romelu Lukaku kini berseragam Napoli. Napoli membeli sang striker dari Chelsea di musim panas 2024 kemarin seharga 30 juta Euro.;;;;;;;;
Sepanjang kariernya, Romelu Lukaku berkutat di Premier League dan Serie A. Di Inggris, Lukaku memulai kariernya dengan pernah memperkuat Chelsea, West Brom, Everton, dan Manchester United.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Di Italia, Lukaku pernah berseragam Inter Milan, AS Roma, dan kini Napoli. Meski sudah berusia 31 tahun, Lukaku masih tajam bersama I Partenopei sudah cetak tujuh gol dan enam assist dari 18 laga sejauh ini.;;;;;;;;
"Kualitas Serie A semakin mendekati Premier League. Saya sudah sembilan tahun di Inggris dan ini tahun kelima saya di Italia,"""" ujarnya kepada media lokal di Naples, Radio Crc.";;;;;;;;
"Untuk memahami nilai-nilai sepakbola Italia, lihat saja pencapaian tim-tim dari Serie A dalam beberapa tahun terakhir. Ada banyak hal yang terus berkembang,"""" tambahnya.";;;;;;;;
Romelu Lukaku ditanya soal perbandingan antara Liga Inggris dan Liga Italia. Jawaban Lukaku tegas, cuma uang!;;;;;;;;
"Perbedaannya, klub-klub di Inggris lebih menghabiskan banyak uang. Tapi kalau permainan di lapangan, saya pikir tim-tim di Italia bisa bersaing dengan tim-tim Inggris,"""" tutup pemain asal Belgia itu."",Liputan6.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7736670/bedanya-serie-a-dan-premier-league-di-mata-lukaku";;;;;;;;
"Como Vs AC Milan: Comeback, Rossoneri Menang 2-1,""AC Milan menang atas Como 1907 dalam lanjutan Serie A 2024/2025. Sempat tertinggal, Rossoneri menang 2-1.";;;;;;;;
Bermain di Stadion Giuseppe Sinigaglia, Como, Rabu (15/1/2025) dini hari WIB, Como vs Milan berjalan ketat sejak awal. Babak pertama ditutup dengan skor 0-0.;;;;;;;;
Baru di babak kedua gol lahir. Como sempat unggul lewat gol Assane Diao di menit ke-60, namun Milan comeback berkat gol Theo Hernandez di menit ke-71 dan Rafael Leao lima menit berselang.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Skor 2-1 bertahan hingga laga bubar. Hasil ini membawa Milan naik ke posisi 7 klasemen Liga Italia dengan mengoleksi 31 poin dari 19 laga. Sementara Como turun ke posisi 16 dengan 19 poin.;;;;;;;;
Jalannya Pertandingan;;;;;;;;
Laga berjalan ketat sejak awal. Tuan rumah mampu merepotkan sang tamu, yang baru saja juara Piala Super Italia.;;;;;;;;
Como mengancam dua kali dalam 10 menit pertama. Gabriel Strefezza dan Marc Kempf sempat membahayakan gawang Milan, yang dijaga Mike Maignan.;;;;;;;;
Milan membalas lewat aksi Youssouf Fofana di menit ke-9. Sepakannya juga bisa diredam kiper Como, Jean Butez.;;;;;;;;
Permainan Como 1907 membuat AC Milan sedikit frustrasi di babak pertama. Meski banyak mendapat peluang, tak ada yang bisa dijadikan gol.;;;;;;;;
Malah dua kartu kuning ditelan Milan di paruh pertama. Alvaro Morata dan Ismael Bennacer dihukum wasit karena melanggar pemain Como. Hingga jeda, skor 0-0 tetap bertahan.;;;;;;;;
Di babak kedua, Como mampu unggul lebih dulu. Assane Diao bisa menjebol gawang AC Milan, usai menerima sodoran Maxence Caqueret yang baru masuk. Skor 1-0 untuk tuan rumah.;;;;;;;;
Milan coba menekan. Gol penyeimbang baru lahir di menit ke-71, lewat aksi Theo Hernandez. Dalam situasi sepak pojok, bek Prancis itu meneruskan bola liar dengan sepakan voli masuk ke gawang Como. Skor menjadi 1-1.;;;;;;;;
Lima menit berselang, Milan bisa berbalik unggul. Rafael Leao mengubah skor menjadi 2-1, usai meneruskan umpan terobosan Tammy Abraham ke area pertahanan Como menjadi gol.;;;;;;;;
Di sisa waktu, Como 1907 menekan AC Milan guna mencari gol penyeimbang. Beberapa peluang mampu dihasilkan, namun tak yang membuahkan hasil. Kekalahan 1-2 tetap bertahan sampai laga tuntas.;;;;;;;;
Susunan Pemain;;;;;;;;
Como 1907: Jean Butez, Edoardo Goldaniga, Alberto Dossena (Alessandro Gabrielloni 85'), Marc Kempf, Ignace Van Der Brempt, Yannick Engelhardt (Maximo Perrone 73'), Lucas Da Cunha, Alieu Fadera, Patrick Cutrone (Andrea Belotti 90+1'), Gabriel Strefezza (Maxence Caqueret 45'), Assane Diao (Simone Verdi 90+1');;;;;;;;
"AC Milan: Mike Maignan, Theo Hernandez, Malick Thiaw (Matteo Gabbia 67'), Fikayo Tomori, Emerson Royal, Tijjani Reijnders, Youssouf Fofana (Francesco Camarda 73'), Ismael Bennacer (Yunus Musah 45'), Rafael Leao, Christian Pulisic (Alex Jimenez 45'), Alvaro Morata (Tammy Abraham 45')"",Liputan6.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7732792/como-vs-ac-milan-comeback-rossoneri-menang-2-1";;;;;;;;
"Senangnya Guardiola, Terus Dimanjakan Man City di Bursa Transfer,""Bahkan setelah mengalami periode buruk, Manchester City terus unjuk kepercayaan ke Pep Guardiola. Guardiola masih disokong penuh di bursa transfer.";;;;;;;;
Manchester City tengah menggarap sejumlah kesepakatan transfer dengan beberapa klub. Omar Marmoush (Eintracht Frankfurt), Abdukodir Khusanov (Lens), dan Vitor Reis (Palmeiras) saat ini ada di tahapan negosiasi yang berbeda-beda.;;;;;;;;
Juara bertahan Liga Inggris itu juga sedang mengupayakan transfer Andrea Cambiaso dari Juventus. Ini sebagai langkah untuk mengantisipasi kepergian Kyle Walker.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Selain mengejar sejumlah pemain baru ini, Man City juga unjuk dukungan ke Guardiola dalam bentuk lain. Mereka mengikat Erling Haaland dengan kontrak superpanjang, berdurasi 9,5 tahun yang berlaku sampai 2034 dengan nilai fantastis.;;;;;;;;
Ini semua terjadi setelah Man City mengalami periode buruk, dengan hanya satu kemenangan dalam 13 laga. Dalam periode itu, yang disebut Guardiola merupakan efek krisis pemain akibat cedera, mereka menelan sembilan kekalahan.;;;;;;;;
Guardiola tak bisa tidak bersyukur melihat dukungan besar dari manajemen ini.;;;;;;;;
"Mereka sudah menunjukkannya. Ketika para pemain datang, itu bukan karena saya yang memutuskan. Klublah yang membawa para pemain ke sini,"""" ujarnya dikutip BBC.";;;;;;;;
"Klublah yang telah memutuskan apakah kami mengganti sejumlah pemain atau manajer atau apapun itu. Kepercayaannya sudah selalu ada.""""";;;;;;;;
"Saya rasa setelah dua bulan terakhir, di lingkungan lain, saya tidak akan ada di sini, pastinya,"""" imbuh Guardiola."",Liputan6.com,Liga Italia,https://sport.detik.com/sepakbola/liga-inggris/d-7738507/senangnya-guardiola-terus-dimanjakan-man-city-di-bursa-transfer";;;;;;;;
"Klasemen Liga Italia Setelah Inter Vs Bologna,""Laga Serie A 2024/2025 Inter Milan vs Bologna tuntas tanpa pemenang. Bagaimana dampaknya ke persaingan di papan klasemen Liga Italia.";;;;;;;;
Dalam pertandingan yang digelar di GiuseppeMeazza, Kamis (16/1/2025) dini hari WIB, Inter ketinggalan duluan di menit ke-15. Santiago Castro meneruskan bola hasil sepakan Nikola Moro dari jarak jauh untuk bikin Bologna memimpin.;;;;;;;;
Tiga menit berselang, Inter berhasil menyamakan skor jadi 1-1 lewat serangan balik cepat. Marcus Thuram memberikan bola kepada Federico Dimarco yang langsung menembak. Bola bisa ditepis Lukas Skorupski, tapi bola rebound disambar Denzel Dumfries untuk dikonversi menjadi gol.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Inter Milan berbalik memimpin 2-1 di masa injury time babak pertama. Lautaro Martinez menuntaskan umpan tarik Federico Dimarco untuk bikin Nerazzurri memimpin.;;;;;;;;
Namun, Inter Milan pada akhirnya harus puas dengan satu poin tambahan dari laga ini. Bologna menyamakan kedudukan lewat Emil Holm di menit ke-64. Skor akhir 2-2.;;;;;;;;
Hasil itu membuat Inter Milan gagal memaksimalkan laga kandangnya dan harus puas dengan raihan 1 poin. La Beneamata kini mengoleksi 44 poin dari 19 laga untuk duduk di posisi kedua klasemen Liga Italia.;;;;;;;;
Bagi Inter, hasil itu sama sekali tidak ideal lantaran saat ini sedang berupaya mengejar pemuncak klasemen Napoli. Il Partenopei bertengger di posisi teratas dengan 47 poin dari 20 laga.;;;;;;;;
"Sementara itu tambahan satu angka bikin Bologna kini mengoleksi 30 poin dari 19 laga. Bologna berkutat di posisi kedelapan klasemen Liga Italia."",Liputan6.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7734670/klasemen-liga-italia-setelah-inter-vs-bologna";;;;;;;;
"Liga 2: Pemain Persibo Ogah Main, Deltras Lolos 8 Besar,""Deltras FC melaju ke Babak Delapan Besar Liga 2 2024/2025. Ini setelah Persibo Bojonegoro menolak main di laga lanjutan.";;;;;;;;
Dikutip dari detikJogja, Laga lanjutan Deltras FC vs Persibo digelar di Stadion Sasana Krida AAU, Berbah, Sleman, DIY, pada Sabtu (18/1/2025) sore WIB.;;;;;;;;
Pemain Deltras melakukan pemanasan sebelum laga sejak pukul 15.00 WIB. Berbeda dengan pemain Persibo yang ogah pemanasan.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Wasit pun meniup peluit tanda mulai laga lanjutan pada menit ke-94+4. Pemain Deltras sudah siap di tengah lapangan, sementara pemain Persibo tak mengenakan jersey bertanding dan masih berbaris di pinggir lapangan, protes atas diulangnya laga ini.;;;;;;;;
Sudah 10 menit dari peluit kick off, pemain Persibo tetap enggan masuk ke lapangan. Panitia pun memutuskan untuk memberhentikan laga hingga 15 menit.;;;;;;;;
Setelah ambil keputusan, Persibo memutuskan mundur. Ini memberikan kemenangan untuk Deltras FC dengan skor 1-0. Hasil ini membuat Deltras FC lolos ke babak 8 besar Liga 2 2024/2025.;;;;;;;;
Usai laga, pelatih Persibo, Kahudi Wahyu Widodo menyayangkan wasit yang diganti. Wasit memimpin laga lanjutan ini bukan wasit yang memimpin di laga kemarin.;;;;;;;;
"Ini tadi kok pergantian wasit, wasitnya baru bukan yang kemarin. Ini kenapa? Wajar pemain kita menanyakan dan tidak dijelaskan,"""" ujar Kahudi saat ditemui wartawan di Stadion Sasana Krida AAU, Sabtu (18/1).";;;;;;;;
Ia pun menegaskan pemain Persibo memutuskan mundur dari pertandingan.;;;;;;;;
"Saya pelatih tidak berhak melarang kamu (pemain) untuk melanjutkan pertandingan atau melarang kamu untuk melanjutkan pertandingan. Salah kalau pelatih memaksa,"""" pungkas dia.";;;;;;;;
Untuk diketahui, laga Deltras FC kontra Persibo jadi penentuan tiket lolos babak 8 besar awalnya digelar di Stadion Gelora Delta Sidoarjo, Sabtu (13/1) pukul 15.00 WIB.;;;;;;;;
Dalam laga tersebut, Deltras membuka keunggulan terlebih dahulu pada babak pertama. Namun keunggulan itu buyar setelah pada menit 90+4, Persibo mampu menyamakan kedudukan. Skor pun 1-1.;;;;;;;;
Gol yang dicetak pemain Persibo Amir Hamzah ini lah yang dipersoalkan pihak Deltras, karena dianggap ada pelanggaran dan wasit membiarkan play on. Selain itu ada juga ada pemain Persibo offside.;;;;;;;;
"Tak lama setelah gol tersebut seluruh pemain dan ofisial serta suporter mengejar dan memukuli pemain Persibo dan wasit. Laga pun dihentikan wasit dengan kedudukan 1-1."",Liputan6.com,Liga Italia,https://sport.detik.com/sepakbola/liga-indonesia/d-7738917/liga-2-pemain-persibo-ogah-main-deltras-lolos-8-besar";;;;;;;;
"Gregoria telan kekalahan dari An Se Young usai beri perlawanan ketat,""Jakarta (ANTARA) - Tunggal putri Indonesia Gregoria Mariska Tunjung harus menelan kekalahan dari unggulan pertama asal Korea Selatan An Se Young pada babak semifinal India Open 2025, Sabtu.";;;;;;;;
Gregoria yang turun sebagai unggulan keempat takluk dari An Se Young melalui dua gim langsung dengan skor yang cukup ketat, 19-21, 16-21 di partai empat besar yang digelar di New Delhi tersebut.;;;;;;;;
Pada awal gim pertama, Gregoria terlihat cukup dominan dan memegang kontrol permainan dengan baik. Ia bahkan sempat unggul cukup jauh dari An dengan skor 6-2, sebelum terkejar dan disamakan kedudukannya oleh lawan dengan skor 7-7.;;;;;;;;
Baca juga: Taklukkan wakil tuan rumah, Gregoria ke semifinal India Open 2025;;;;;;;;
Perebutan angka kembali berlangsung sengit, terutama setelah interval gim pertama. Sempat tertinggal 10-13, Gregoria langsung berupaya untuk menyamakan kedudukan dengan meraih tiga poin beruntun.;;;;;;;;
Di poin-poin kritis pun, peraih medali perunggu Olimpiade Paris 2024 itu tidak kehilangan fokus dan semakin memperkecil kedudukan 19-20. Namun, An tidak menyia-nyiakan matchpoint pertamanya dan langsung merebut gim pertama dengan skor tipis 21-19.;;;;;;;;
Perebutan poin di gim kedua kembali berlangsung dengan sengit dan intens. Walaupun kali ini Gregoria belum mampu memegang kontrol permainan dari awal gim, perlahan ia bisa menyamakan kedudukan 9-9 atas peraih medali emas Olimpiade Paris 2024 tersebut.;;;;;;;;
Tunggal putri peringkat lima dunia itu sempat berada di atas angin ketika unggul tipis 12-10, tetapi masih belum cukup untuk memperlebar margin skor.;;;;;;;;
Baca juga: Jonatan ke semifinal India Open usai hentikan pemain Taiwan;;;;;;;;
Tak lama setelah papan skor menunjukkan angka 14-14, An tidak memberikan kesempatan untuk Gregoria mengembangkan permainannya. Tunggal putri peringkat satu dunia itu semakin kokoh, baik dalam pertahanan maupun serangan, sehingga ia meraih empat poin beruntun dan unggul 18-14 dari Gregoria.;;;;;;;;
Perlawanan Gregoria di detik-detik terakhir pun masih belum bisa mencegah An untuk kembali membungkus kemenangan pada pertemuan ke-11 mereka kali ini.;;;;;;;;
Dengan kemenangan ini, maka An akan berjumpa dengan wakil Thailand Pornpawee Chocuwong pada partai puncak India Open 2025, Minggu (19/1).;;;;;;;;
Sementara itu, Indonesia masih memiliki satu wakil lagi untuk berlaga di babak semifinal turnamen BWF Super 750 ini.;;;;;;;;
Tunggal putra Jonatan Christie akan berjumpa dengan peraih medali emas Olimpiade dua kali Viktor Axelsen (Denmark) pada babak semifinal malam ini.;;;;;;;;
Baca juga: Jonatan: Peluang kalahkan Axelsen, lalu ke final India Open selalu ada;;;;;;;;
"Pewarta: Arnidhya Nur ZhafiraEditor: Fitri Supratiwi								Copyright © ANTARA 2025"",AntaraNews.com,Liga Italia,https://www.antaranews.com/berita/4593130/gregoria-telan-kekalahan-dari-an-se-young-usai-beri-perlawanan-ketat";;;;;;;;
"Atalanta Vs Juventus: Bianconeri Raih Hasil Imbang ke-13,""Juventus harus puas berbagi angka 1-1 dengan Atalanta dalam duel giornata ke-20 Serie A musim ini. Bianconeri lagi-lagi gagal mempertahankan keunggulan yang didapat lebih dulu.";;;;;;;;
Bertanding di Stadion Gewiss, Rabu (15/1/2025) dini hari WIB, Juventus memimpin pada menit ke-54 melalui tembakan Pierre Kalulu. Namun sundulan Mateo Retegui pada menit ke-78 memastikan La Dea lolos dari kekalahan.;;;;;;;;
